Group,Optimizer,Loop,JoinOrder,Reward,Duration
32b.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,369.601
9c.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1168.98
12b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,230.904
17b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1283.83
1d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,459.881
27b.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,631.591
13a.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1835.54
25c.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,4827.27
6b.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,286.552
2a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1143.97
13d.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1374.63
29a.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1291.23
14b.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1195.43
30c.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,2327.53
6f.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,2395.26
22b.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,917.043
24b.sql,Dynamic Programming,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,NULL,1353.57
6d.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,420.852
17d.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1257.54
13b.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1176.1
17e.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,3139.17
5a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,955.255
15d.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,1722.43
16a.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4336.1
11c.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,165.268
10a.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,949.624
11a.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,162.667
5c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1390.86
29b.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1095.79
8a.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,596.09
12a.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,620.042
14c.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1581.55
19a.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1448.97
16c.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4287.38
4b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,121.011
33a.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,469.753
3a.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1075.13
1b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,387.621
18a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,5299.06
15b.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,538.137
23c.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,635.471
26b.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,746.691
19c.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1528.05
17f.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1945.19
27c.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,962.845
6c.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,258.312
28a.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1368.17
32a.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,364.705
11d.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,245.749
19d.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,4277.05
4c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,522.471
26a.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,865.615
10c.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,1325.74
5b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,645.634
9b.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,734.757
10b.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,834.545
6a.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,316.8
30a.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1641.23
23b.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,456.373
31a.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1661.88
8b.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,470.969
2d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1104.53
15a.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,561.865
15c.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,1279
33c.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,1264.68
2c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1104.88
21a.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,975.405
17a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1459.09
13c.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1110.74
31b.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1674.24
20c.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1329.13
7b.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,366.188
21c.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,980.518
7c.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,1677.92
25b.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,1214.4
9d.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1252
28c.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1402.85
14a.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1319.14
25a.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,2995.53
12c.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,890.366
16d.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4475.6
20a.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1018.78
6e.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,419.798
3c.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1773.09
8c.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,4626.74
11b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,113.994
21b.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,537.419
19b.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1123.47
24a.sql,Dynamic Programming,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,NULL,1555.18
1a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,320.568
23a.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,542.993
29c.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1508.07
22a.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,927.449
26c.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,988.711
27a.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,645.585
17c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1190.25
30b.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1617.35
3b.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,541.084
18b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1314.02
33b.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,428.269
1c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,147.946
31c.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,2452.95
28b.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,784.495
7a.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,597.597
4a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,311.695
16b.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,6183.84
18c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,2228.8
20b.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,470.503
9a.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,938.713
22c.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1458.9
22d.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1581.17
2b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1093.43
8d.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,3378.2
32b.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,367.048
9c.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1162.69
12b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,232.523
17b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1276.89
1d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,457.694
27b.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,630.354
13a.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1853.62
25c.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,4833.37
6b.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,291.049
2a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1150.21
13d.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1393.05
29a.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1291.87
14b.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1186.77
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6608.75,1317.95
22b.sql,RL Optimizer,93,4-9-10-6-8-7-1-5-0-2-3-,-5352.02,897.938
6d.sql,RL Optimizer,11,3-0-2-1-4-,-2530.05,422.555
17d.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2700.62,532.997
13b.sql,RL Optimizer,47,4-8-5-1-6-3-0-7-2-,-1399.77,235.384
17e.sql,RL Optimizer,18,2-4-0-3-1-6-5-,-9594.86,1921.2
5a.sql,RL Optimizer,16,0-2-3-1-4-,-837.635,119.666
15d.sql,RL Optimizer,42,3-6-7-8-0-5-1-4-2-,-2711.02,450.698
16a.sql,RL Optimizer,32,7-5-3-1-0-6-4-2-,-3081.44,510.649
11c.sql,RL Optimizer,30,2-5-6-7-3-4-0-1-,-1670.58,278.707
10a.sql,RL Optimizer,18,2-4-3-1-5-0-6-,-4986.26,829.808
11a.sql,RL Optimizer,23,3-6-4-0-7-1-5-2-,-842.776,140.604
5c.sql,RL Optimizer,11,0-2-3-4-1-,-6284.99,1254.55
8a.sql,RL Optimizer,43,4-1-3-2-5-0-6-,-4503.62,567.011
12a.sql,RL Optimizer,41,3-6-4-1-5-7-0-2-,-7113.9,545.969
14c.sql,RL Optimizer,21,2-6-7-5-1-3-4-0-,-7442.15,1236.56
19a.sql,RL Optimizer,56,7-0-2-5-8-9-3-6-1-4-,-9518.32,1198.2
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3907.12,778.471
4b.sql,RL Optimizer,10,0-2-4-3-1-,-400.952,78.807
3a.sql,RL Optimizer,8,0-2-3-1-,-4532.43,901.359
1b.sql,RL Optimizer,9,1-3-4-2-0-,-451.073,88.097
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4441.89,890.249
15b.sql,RL Optimizer,58,1-5-7-2-8-0-4-6-3-,-2708.73,450.662
26b.sql,RL Optimizer,74,6-9-8-11-0-5-1-2-7-4-3-10-,-3905.93,654.368
19c.sql,RL Optimizer,47,7-0-2-9-6-1-8-5-4-3-,-12440.3,1244.66
17f.sql,RL Optimizer,16,2-4-0-5-3-6-1-,-5011.79,1007.76
6c.sql,RL Optimizer,10,1-2-0-4-3-,-1252.36,250.924
32a.sql,RL Optimizer,16,5-3-2-0-1-4-,-1556.19,259.18
11d.sql,RL Optimizer,21,2-5-6-7-3-4-1-0-,-2062.75,294.255
19d.sql,RL Optimizer,54,7-2-9-6-4-5-3-8-1-0-,-13862.4,2304.1
4c.sql,RL Optimizer,9,1-3-4-2-0-,-899.582,181.376
26a.sql,RL Optimizer,70,6-9-0-1-4-3-8-5-10-11-2-7-,-4988.4,1005.97
10c.sql,RL Optimizer,24,0-1-5-4-3-2-6-,-5581.25,933.702
5b.sql,RL Optimizer,10,0-2-4-3-1-,-490.269,98.435
9b.sql,RL Optimizer,55,5-0-2-1-6-7-4-3-,-4868.98,696.177
10b.sql,RL Optimizer,37,2-4-1-5-0-3-6-,-5628.01,805.583
6a.sql,RL Optimizer,11,1-2-0-3-4-,-1721.32,287.268
30a.sql,RL Optimizer,82,6-9-0-11-2-7-3-10-4-1-8-5-,-21481,1434.8
31a.sql,RL Optimizer,43,1-5-8-4-10-0-9-6-2-7-3-,-13188.3,1466.36
8b.sql,RL Optimizer,36,4-0-1-3-2-6-5-,-4668.62,465.948
2d.sql,RL Optimizer,9,1-3-4-2-0-,-1394.92,278.748
15a.sql,RL Optimizer,61,6-7-8-0-4-5-2-3-1-,-2910.28,581.661
15c.sql,RL Optimizer,38,6-7-8-4-0-3-5-1-2-,-3733.34,621.503
2c.sql,RL Optimizer,10,0-2-4-3-1-,-1025.31,204.907
21a.sql,RL Optimizer,32,2-6-7-8-5-3-4-0-1-,-5811.87,970.112
17a.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-5291.75,880.956
13c.sql,RL Optimizer,51,8-5-4-0-1-6-3-7-2-,-1441.56,178.956
31b.sql,RL Optimizer,53,4-8-10-0-9-7-3-6-5-1-2-,-8676.72,1447.42
20c.sql,RL Optimizer,43,5-7-0-1-4-3-2-9-6-8-,-10742.4,977.418
7b.sql,RL Optimizer,76,6-0-1-4-3-7-2-5-,-2857.14,285.404
21c.sql,RL Optimizer,50,2-6-7-8-4-1-5-0-3-,-7210.48,1029.76
7c.sql,RL Optimizer,67,5-1-4-6-7-2-3-0-,-22798.6,1036.89
25b.sql,RL Optimizer,25,3-6-8-0-5-2-7-4-1-,-7113.66,1177.03
9d.sql,RL Optimizer,25,5-2-7-4-3-1-0-6-,-5677.78,1129.19
14a.sql,RL Optimizer,25,2-6-7-5-3-1-4-0-,-8396.12,1198.97
25a.sql,RL Optimizer,46,3-6-0-7-8-4-1-5-2-,-7706.18,1278.95
12c.sql,RL Optimizer,47,6-3-5-7-4-0-2-1-,-4013.26,803.307
16d.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3740.01,749.611
20a.sql,RL Optimizer,86,3-4-9-7-5-0-1-2-6-8-,-5894.72,720.704
6e.sql,RL Optimizer,11,1-2-0-3-4-,-2003.26,332.184
3c.sql,RL Optimizer,9,0-2-1-3-,-7196.03,1197.12
8c.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-19665.1,3277.92
11b.sql,RL Optimizer,56,3-6-4-0-1-5-2-7-,-530.413,88.305
21b.sql,RL Optimizer,43,2-6-5-8-4-0-1-7-3-,-3329.49,556.085
19b.sql,RL Optimizer,79,7-0-2-1-6-4-9-5-8-3-,-5154.56,1034.83
24a.sql,RL Optimizer,85,5-8-2-9-1-11-7-4-6-3-0-10-,-7556.75,1260.52
1a.sql,RL Optimizer,9,1-3-4-2-0-,-664.236,131.828
22a.sql,RL Optimizer,41,4-9-10-8-3-7-2-6-0-1-5-,-5497.25,920.341
26c.sql,RL Optimizer,80,6-9-0-4-3-11-7-1-8-10-2-5-,-5014.94,1008.85
27a.sql,RL Optimizer,59,5-9-11-10-6-8-7-3-4-0-1-2-,-8856,681.163
17c.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2422.5,482.526
30b.sql,RL Optimizer,65,6-9-11-7-8-5-3-10-4-0-2-1-,-9829.42,1408.34
3b.sql,RL Optimizer,8,0-2-3-1-,-2560.03,508.467
18b.sql,RL Optimizer,20,5-0-4-6-2-3-1-,-7671.74,1279.68
1c.sql,RL Optimizer,9,1-3-4-2-0-,-443.013,87.643
31c.sql,RL Optimizer,46,1-5-8-4-10-0-7-9-3-6-2-,-15537.5,2218.12
7a.sql,RL Optimizer,21,2-6-5-0-1-7-4-3-,-2484.5,357.361
4a.sql,RL Optimizer,17,1-3-2-0-4-,-1301.98,130.154
16b.sql,RL Optimizer,24,3-5-1-6-4-2-0-7-,-15705.3,2606.73
18c.sql,RL Optimizer,24,5-0-3-1-6-4-2-,-10411.9,2095.39
20b.sql,RL Optimizer,69,8-4-7-9-6-5-3-0-1-2-,-3896.13,555.5
9a.sql,RL Optimizer,48,5-2-1-4-6-7-3-0-,-6784.01,847.864
22c.sql,RL Optimizer,81,4-9-10-8-7-2-3-5-6-0-1-,-16239.5,1354.56
22d.sql,RL Optimizer,86,4-9-10-7-5-2-6-0-8-1-3-,-9657.53,1382.3
2b.sql,RL Optimizer,13,1-3-4-2-0-,-1755.12,291.411
8d.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-4700.86,789.24
32b.sql,RL Optimizer,15,5-3-2-0-4-1-,-1387.97,292.526
9c.sql,RL Optimizer,29,5-0-2-1-4-3-6-7-,-5573.29,935.273
12b.sql,RL Optimizer,31,2-5-7-6-3-4-0-1-,-2927.56,267.165
17b.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-3248.72,647.048
1d.sql,RL Optimizer,9,1-3-4-2-0-,-447.994,87.948
13a.sql,RL Optimizer,27,0-5-1-6-3-7-2-8-4-,-4720.55,784.875
25c.sql,RL Optimizer,24,3-6-0-8-7-4-5-2-1-,-12864.6,2149.87
6b.sql,RL Optimizer,12,4-2-1-0-3-,-1691.01,281.907
2a.sql,RL Optimizer,13,1-3-4-2-0-,-1546.39,256.371
13d.sql,RL Optimizer,32,2-7-5-1-0-6-3-8-4-,-7586.82,1263.98
14b.sql,RL Optimizer,32,2-6-7-4-5-0-1-3-,-7041.93,1179.78
30c.sql,RL Optimizer,99,6-9-3-11-0-1-8-5-7-10-4-2-,-21424.7,2146.52
24b.sql,RL Optimizer,99,5-8-11-7-2-1-9-0-10-6-3-4-,-3653.3,1220.31
29b.sql,RL Optimizer,99,9-12-16-11-7-5-14-15-10-0-6-8-4-13-1-2-3-,-954.301,954.301
33a.sql,RL Optimizer,99,4-12-11-6-13-5-8-7-1-0-10-3-9-2-,-323.118,323.118
23c.sql,RL Optimizer,99,4-8-9-10-6-0-7-2-3-1-5-,-653.629,653.629
27c.sql,RL Optimizer,99,5-9-10-11-7-6-8-3-4-0-1-2-,-2063.55,1032.86
28a.sql,RL Optimizer,99,7-12-0-13-1-11-6-10-8-5-2-9-3-4-,-5416.83,1358.53
23b.sql,RL Optimizer,99,5-9-0-10-6-1-7-3-8-2-4-,-2065.64,515.473
33c.sql,RL Optimizer,99,6-11-12-13-10-3-5-8-9-2-1-4-7-0-,-315.468,315.468
28c.sql,RL Optimizer,99,7-12-13-0-10-11-8-9-3-4-6-5-1-2-,-1351.2,1351.2
23a.sql,RL Optimizer,99,4-8-7-9-0-1-2-5-3-10-6-,-4433.81,642.111
29c.sql,RL Optimizer,99,9-12-5-16-1-3-4-10-6-0-13-14-8-2-15-11-7-,-1427.54,1427.54
33b.sql,RL Optimizer,99,4-12-11-13-6-5-10-8-3-1-9-2-7-0-,-291.425,291.425
28b.sql,RL Optimizer,99,7-12-13-0-8-1-2-10-11-6-5-9-3-4-,-1488.97,745.161
27b.sql,RL Optimizer,99,5-9-8-11-10-0-7-1-3-4-2-6-,-640.021,640.021
29a.sql,RL Optimizer,99,9-12-16-11-7-5-14-13-10-15-6-8-0-4-1-2-3-,-1112.74,1112.74
30c.sql,RL Optimizer,50,6-9-3-11-0-10-1-8-5-7-4-2-,-12821.1,2145.01
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6606.58,1316.44
22b.sql,RL Optimizer,73,4-9-10-6-1-5-7-0-2-8-3-,-5354.88,896.92
24b.sql,RL Optimizer,83,5-8-11-7-2-1-9-4-0-10-6-3-,-7306.4,1228.3
6d.sql,RL Optimizer,11,3-0-2-1-4-,-2441.67,406.347
17d.sql,RL Optimizer,24,5-0-4-2-3-1-6-,-3940.33,564.228
13b.sql,RL Optimizer,44,4-8-5-1-6-0-3-7-2-,-1374.51,230.993
17e.sql,RL Optimizer,25,2-4-0-3-1-6-5-,-19230.8,1919.59
5a.sql,RL Optimizer,10,0-2-4-3-1-,-618.418,122.94
15d.sql,RL Optimizer,63,6-0-8-7-3-5-2-1-4-,-6868.75,454.826
16a.sql,RL Optimizer,24,7-5-3-1-0-6-4-2-,-3068.2,514.104
11c.sql,RL Optimizer,32,2-5-6-7-4-0-1-3-,-1668.85,278.655
10a.sql,RL Optimizer,18,2-4-3-1-5-0-6-,-5032.21,837.225
11a.sql,RL Optimizer,27,3-6-4-0-7-1-5-2-,-1116.73,140.227
5c.sql,RL Optimizer,11,0-2-3-1-4-,-7485.67,1250.4
8a.sql,RL Optimizer,64,4-1-3-6-2-5-0-,-3345.76,557.798
12a.sql,RL Optimizer,28,3-6-4-1-5-2-0-7-,-3286.61,547.85
14c.sql,RL Optimizer,20,2-6-7-5-1-3-4-0-,-7427.22,1238.75
19a.sql,RL Optimizer,94,7-2-9-1-8-5-6-3-4-0-,-15480.8,1187.51
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3905.4,784.219
4b.sql,RL Optimizer,11,0-2-4-3-1-,-399.782,78.452
3a.sql,RL Optimizer,8,0-2-3-1-,-4547.2,905.364
1b.sql,RL Optimizer,9,1-3-4-2-0-,-448.662,88.642
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4433.24,893.455
15b.sql,RL Optimizer,69,1-5-7-8-0-4-2-6-3-,-4959.44,449.057
26b.sql,RL Optimizer,78,6-9-8-0-5-1-4-3-10-2-11-7-,-9692.78,647.755
19c.sql,RL Optimizer,76,7-2-9-6-5-3-8-4-0-1-,-11188.2,1242.73
17f.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-6036.04,1005.1
6c.sql,RL Optimizer,10,1-2-0-4-3-,-1243.75,248.383
32a.sql,RL Optimizer,21,5-3-2-0-4-1-,-2327.73,259.862
11d.sql,RL Optimizer,31,2-5-6-7-4-0-3-1-,-2664.53,293.772
19d.sql,RL Optimizer,60,7-2-9-6-4-5-3-8-1-0-,-13750.4,2279.32
4c.sql,RL Optimizer,17,1-3-2-0-4-,-1759.33,174.541
26a.sql,RL Optimizer,66,6-9-0-1-4-3-8-10-2-11-7-5-,-5831.09,970.238
10c.sql,RL Optimizer,33,0-1-4-3-2-5-6-,-12067.7,927.069
5b.sql,RL Optimizer,10,0-2-4-3-1-,-489.876,97.745
9b.sql,RL Optimizer,51,5-0-2-6-1-7-4-3-,-5563.36,695.128
10b.sql,RL Optimizer,20,2-4-6-3-1-0-5-,-4830.05,806.532
6a.sql,RL Optimizer,10,1-2-0-4-3-,-1411.55,282.041
30a.sql,RL Optimizer,74,6-9-0-11-2-3-8-10-5-1-7-4-,-12956.8,1446.12
23b.sql,RL Optimizer,93,5-9-8-4-10-6-7-0-1-3-2-,-5268.75,526.404
31a.sql,RL Optimizer,47,1-5-8-4-10-0-9-7-3-6-2-,-13201.7,1466.81
8b.sql,RL Optimizer,37,4-1-6-3-0-2-5-,-3710.07,464.789
2d.sql,RL Optimizer,11,1-3-4-2-0-,-1680.84,279.209
15a.sql,RL Optimizer,87,6-7-8-0-4-5-2-1-3-,-5256.7,582.746
2c.sql,RL Optimizer,11,0-2-3-4-1-,-949.417,189.335
21a.sql,RL Optimizer,26,2-6-5-8-7-3-4-0-1-,-5809.16,968.883
17a.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-5296.43,887.758
13c.sql,RL Optimizer,50,4-8-5-0-1-6-7-2-3-,-1599.93,178.155
31b.sql,RL Optimizer,49,4-8-10-7-0-9-6-3-2-5-1-,-10081.8,1433.79
20c.sql,RL Optimizer,38,5-7-0-1-4-3-8-2-9-6-,-5813.19,971.49
7b.sql,RL Optimizer,47,6-2-1-7-0-4-3-5-,-1696.21,283.7
21c.sql,RL Optimizer,27,2-6-7-8-3-5-4-0-1-,-6239.82,1042.91
7c.sql,RL Optimizer,46,5-1-4-6-7-3-2-0-,-8358.83,1046.41
25b.sql,RL Optimizer,24,3-6-8-0-7-5-2-4-1-,-7074.19,1169.59
9d.sql,RL Optimizer,26,5-2-7-4-6-3-1-0-,-6761.1,1123.7
14a.sql,RL Optimizer,20,2-6-7-5-1-3-4-0-,-7185.4,1198.59
25a.sql,RL Optimizer,35,3-6-0-7-4-5-2-8-1-,-6449.8,1287.24
12c.sql,RL Optimizer,41,6-5-2-3-7-4-1-0-,-8029.96,801.502
16d.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3779.62,750.87
20a.sql,RL Optimizer,66,3-4-9-8-7-5-0-6-1-2-,-8096.43,739.406
6e.sql,RL Optimizer,17,1-2-0-3-4-,-3297.49,332.47
3c.sql,RL Optimizer,9,0-2-1-3-,-7190.47,1199.52
8c.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-19681.4,3278.93
11b.sql,RL Optimizer,50,3-6-4-0-1-5-2-7-,-1318.1,86.769
21b.sql,RL Optimizer,64,2-6-5-8-7-3-4-0-1-,-5016.93,555.303
1a.sql,RL Optimizer,9,1-3-4-2-0-,-656.982,130.477
22a.sql,RL Optimizer,32,4-9-10-8-3-5-7-2-6-1-0-,-5494.84,917.006
27a.sql,RL Optimizer,75,5-9-11-10-8-7-4-6-3-0-1-2-,-4077.59,682.115
17c.sql,RL Optimizer,15,5-0-4-2-6-3-1-,-2428.45,480.825
3b.sql,RL Optimizer,8,0-2-3-1-,-2520.46,505.476
18b.sql,RL Optimizer,30,2-4-6-3-0-1-5-,-13798.5,1255.21
1c.sql,RL Optimizer,9,1-3-4-2-0-,-445.809,87.262
