Group,Optimizer,Loop,JoinOrder,ExecutionTime
33b.sql,Reinforcement Learning,99,4-12-11-13-6-5-9-2-10-8-1-3-7-0-,292.783
28b.sql,Reinforcement Learning,99,7-12-13-0-8-10-2-5-1-11-6-9-3-4-,749.374
27b.sql,Reinforcement Learning,99,5-9-11-8-7-4-3-0-1-2-10-6-,625.055
29a.sql,Reinforcement Learning,99,9-12-16-10-11-5-14-4-6-0-15-8-13-7-1-2-3-,1129.76
29b.sql,Reinforcement Learning,99,9-12-16-11-5-14-13-7-0-8-4-15-10-6-1-2-3-,950.075
33a.sql,Reinforcement Learning,99,4-12-11-6-9-13-5-2-10-3-8-1-7-0-,316.42
23c.sql,Reinforcement Learning,99,4-8-9-10-7-3-5-6-0-2-1-,609.892
19c.sql,Reinforcement Learning,99,7-2-9-6-1-4-5-3-8-0-,1236.94
28a.sql,Reinforcement Learning,99,7-12-0-13-1-10-11-5-2-6-8-9-3-4-,1355.6
23b.sql,Reinforcement Learning,99,5-9-8-10-7-3-6-4-2-0-1-,517.716
33c.sql,Reinforcement Learning,99,6-11-12-13-10-3-9-2-7-5-0-4-8-1-,317.986
28c.sql,Reinforcement Learning,99,7-12-13-0-10-11-2-8-6-5-1-9-3-4-,1345.83
19b.sql,Reinforcement Learning,99,7-2-0-6-1-8-9-4-5-3-,1033.34
29c.sql,Reinforcement Learning,99,9-12-5-16-1-13-0-14-8-3-4-2-15-11-7-10-6-,1419.91
27a.sql,Reinforcement Learning,99,5-9-8-11-10-7-6-0-3-1-2-4-,680.593
33b.sql,Reinforcement Learning,99,4-12-11-13-6-8-9-5-2-1-10-3-7-0-,289.439
28b.sql,Reinforcement Learning,99,7-12-13-0-10-5-1-9-2-3-4-8-11-6-,743.567
9a.sql,Reinforcement Learning,99,5-2-4-6-3-0-1-7-,872.235
27b.sql,Reinforcement Learning,99,5-9-8-0-11-2-7-4-10-6-3-1-,628.359
29a.sql,Reinforcement Learning,99,9-12-16-11-5-14-7-8-0-4-13-15-10-6-1-2-3-,1116.79
30c.sql,Reinforcement Learning,57,6-9-3-11-10-0-8-5-1-7-2-4-,2137.56
6f.sql,Reinforcement Learning,10,1-2-0-4-3-,1313.42
22b.sql,Reinforcement Learning,85,4-9-10-8-3-7-2-5-6-0-1-,893.661
24b.sql,Reinforcement Learning,92,5-8-11-2-1-7-10-4-0-6-3-9-,1220.06
6d.sql,Reinforcement Learning,21,3-0-2-1-4-,417.521
17d.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,540.4
13b.sql,Reinforcement Learning,46,4-8-5-1-0-6-3-7-2-,232.43
17e.sql,Reinforcement Learning,18,2-4-0-3-1-6-5-,1914.63
5a.sql,Reinforcement Learning,10,0-2-4-3-1-,122.429
15d.sql,Reinforcement Learning,33,3-6-7-8-0-4-5-2-1-,451.154
16a.sql,Reinforcement Learning,31,7-5-3-1-0-4-2-6-,513.648
11c.sql,Reinforcement Learning,28,2-5-6-7-3-4-1-0-,280.214
10a.sql,Reinforcement Learning,34,2-4-1-0-3-5-6-,837.777
11a.sql,Reinforcement Learning,31,3-6-4-0-7-1-5-2-,139.543
5c.sql,Reinforcement Learning,12,0-2-3-1-4-,1248.7
8a.sql,Reinforcement Learning,26,5-1-4-3-0-6-2-,561.248
12a.sql,Reinforcement Learning,28,3-6-4-1-0-5-2-7-,546.96
14c.sql,Reinforcement Learning,21,2-6-7-5-1-3-4-0-,1237.88
19a.sql,Reinforcement Learning,81,7-2-1-5-3-9-6-0-4-8-,1188.68
16c.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,790.069
4b.sql,Reinforcement Learning,11,0-2-4-3-1-,78.415
3a.sql,Reinforcement Learning,8,0-2-3-1-,902.371
1b.sql,Reinforcement Learning,9,1-3-4-2-0-,88.782
18a.sql,Reinforcement Learning,15,1-3-0-5-6-4-2-,896.203
15b.sql,Reinforcement Learning,53,1-5-7-8-4-0-2-6-3-,451.496
26b.sql,Reinforcement Learning,48,6-9-8-0-5-1-4-10-3-2-11-7-,630.602
17f.sql,Reinforcement Learning,19,2-4-0-5-3-1-6-,1006.89
27c.sql,Reinforcement Learning,63,5-9-10-11-8-6-0-1-2-7-4-3-,1028.22
6c.sql,Reinforcement Learning,16,1-2-0-3-4-,252.972
32a.sql,Reinforcement Learning,18,5-3-2-0-1-4-,258.741
11d.sql,Reinforcement Learning,24,2-5-6-7-3-4-1-0-,293.021
19d.sql,Reinforcement Learning,53,7-2-9-6-4-5-3-1-8-0-,2281.24
4c.sql,Reinforcement Learning,11,1-3-2-0-4-,176.061
26a.sql,Reinforcement Learning,72,6-9-0-1-4-3-8-5-11-7-10-2-,995.384
10c.sql,Reinforcement Learning,27,0-1-5-4-6-2-3-,929.902
5b.sql,Reinforcement Learning,15,0-2-3-1-4-,98.521
9b.sql,Reinforcement Learning,22,5-0-2-1-7-6-4-3-,692.829
10b.sql,Reinforcement Learning,36,2-4-1-5-3-0-6-,803.811
6a.sql,Reinforcement Learning,13,1-2-0-3-4-,286.617
30a.sql,Reinforcement Learning,74,6-9-3-11-10-0-1-8-2-5-7-4-,1462.75
31a.sql,Reinforcement Learning,46,1-5-10-8-4-0-9-7-3-6-2-,1483.95
8b.sql,Reinforcement Learning,38,4-0-1-5-6-3-2-,473.14
2d.sql,Reinforcement Learning,9,1-3-4-2-0-,261.183
15a.sql,Reinforcement Learning,50,3-6-7-8-0-5-2-1-4-,541.978
15c.sql,Reinforcement Learning,93,6-7-8-5-2-1-0-4-3-,615.211
2c.sql,Reinforcement Learning,15,0-2-3-1-4-,189.455
21a.sql,Reinforcement Learning,25,2-6-7-8-3-5-4-0-1-,967.168
17a.sql,Reinforcement Learning,17,2-4-0-5-3-1-6-,877.728
13c.sql,Reinforcement Learning,78,8-5-1-6-0-3-7-4-2-,183.438
31b.sql,Reinforcement Learning,57,4-8-10-7-0-9-3-6-5-2-1-,1437.93
20c.sql,Reinforcement Learning,43,5-7-0-1-4-3-9-6-2-8-,970.121
7b.sql,Reinforcement Learning,76,6-1-2-7-4-5-0-3-,285.904
21c.sql,Reinforcement Learning,33,2-6-7-8-5-3-4-1-0-,1028
7c.sql,Reinforcement Learning,42,5-1-4-3-7-0-6-2-,1038.96
25b.sql,Reinforcement Learning,23,3-6-8-4-1-5-2-0-7-,1170.88
9d.sql,Reinforcement Learning,31,5-2-7-4-3-6-1-0-,1117.63
14a.sql,Reinforcement Learning,29,2-6-7-3-4-0-5-1-,1212.73
25a.sql,Reinforcement Learning,27,3-6-0-7-8-4-1-5-2-,1286.42
12c.sql,Reinforcement Learning,20,3-6-5-7-2-4-1-0-,800.082
16d.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,723.761
20a.sql,Reinforcement Learning,98,3-4-7-9-5-6-8-0-1-2-,726.209
6e.sql,Reinforcement Learning,16,1-2-0-3-4-,331.621
3c.sql,Reinforcement Learning,9,0-2-1-3-,1195
8c.sql,Reinforcement Learning,18,5-1-6-4-3-2-0-,3288.09
11b.sql,Reinforcement Learning,43,3-6-4-0-5-2-1-7-,88.272
21b.sql,Reinforcement Learning,56,2-6-5-8-7-3-4-0-1-,553.63
24a.sql,Reinforcement Learning,98,5-8-2-10-1-11-0-9-7-4-6-3-,1241.53
1a.sql,Reinforcement Learning,9,1-3-4-2-0-,133.096
23a.sql,Reinforcement Learning,96,4-8-0-9-7-5-3-2-1-10-6-,625.306
22a.sql,Reinforcement Learning,45,4-9-10-8-3-7-2-5-6-0-1-,918.814
26c.sql,Reinforcement Learning,97,6-9-0-4-3-11-7-1-10-2-8-5-,999.292
17c.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,478.439
30b.sql,Reinforcement Learning,71,6-9-11-8-7-5-4-3-10-0-2-1-,1390.32
3b.sql,Reinforcement Learning,8,0-2-3-1-,508.079
18b.sql,Reinforcement Learning,22,5-0-6-3-1-4-2-,1296.02
1c.sql,Reinforcement Learning,9,1-3-4-2-0-,87.672
31c.sql,Reinforcement Learning,42,1-5-10-8-4-0-6-2-9-7-3-,2247.82
7a.sql,Reinforcement Learning,44,2-6-5-1-4-3-7-0-,355.512
4a.sql,Reinforcement Learning,12,1-3-2-0-4-,131.107
16b.sql,Reinforcement Learning,24,3-5-1-6-4-2-0-7-,2605.68
18c.sql,Reinforcement Learning,27,5-0-3-1-4-2-6-,2082.89
20b.sql,Reinforcement Learning,73,8-4-7-9-5-0-1-3-6-2-,565.793
22c.sql,Reinforcement Learning,51,4-9-10-7-5-2-8-3-6-1-0-,1370.81
22d.sql,Reinforcement Learning,67,4-9-10-7-2-5-6-1-0-8-3-,1377.01
2b.sql,Reinforcement Learning,11,1-3-4-2-0-,293.261
8d.sql,Reinforcement Learning,19,5-1-6-4-3-2-0-,792.704
32b.sql,Reinforcement Learning,27,5-3-2-0-1-4-,263.594
9c.sql,Reinforcement Learning,33,5-0-2-1-6-4-3-7-,933.038
12b.sql,Reinforcement Learning,24,2-5-7-4-0-1-6-3-,268.053
17b.sql,Reinforcement Learning,17,5-0-4-2-3-6-1-,640.367
1d.sql,Reinforcement Learning,9,1-3-4-2-0-,88.354
13a.sql,Reinforcement Learning,28,0-5-1-6-3-7-2-8-4-,778.524
25c.sql,Reinforcement Learning,30,3-6-0-7-8-4-5-1-2-,2147.99
6b.sql,Reinforcement Learning,11,4-2-1-0-3-,283.556
2a.sql,Reinforcement Learning,13,1-3-4-2-0-,256.477
13d.sql,Reinforcement Learning,32,2-7-5-1-0-6-3-8-4-,1272.72
14b.sql,Reinforcement Learning,24,2-6-7-4-0-3-5-1-,1178.94
24b.sql,Reinforcement Learning,99,5-8-11-7-2-10-9-1-4-0-6-3-,1217.98
29b.sql,Reinforcement Learning,99,9-12-16-11-5-14-7-0-10-6-8-4-13-15-1-2-3-,956.646
33a.sql,Reinforcement Learning,99,4-12-11-6-13-9-10-2-3-5-8-1-7-0-,310.42
23c.sql,Reinforcement Learning,99,8-9-10-7-0-3-1-2-5-6-4-,611.758
28a.sql,Reinforcement Learning,99,7-12-0-13-1-11-6-2-9-3-4-8-10-5-,1384.22
9b.sql,Reinforcement Learning,99,5-2-1-4-0-3-6-7-,699.404
33c.sql,Reinforcement Learning,99,6-11-12-13-10-3-5-4-9-2-8-7-1-0-,317.935
28c.sql,Reinforcement Learning,99,7-12-13-0-11-6-10-8-5-1-2-9-3-4-,1333.89
19b.sql,Reinforcement Learning,99,7-2-1-6-9-0-4-5-3-8-,1040.51
23a.sql,Reinforcement Learning,99,4-8-9-10-0-6-1-5-7-2-3-,615.884
29c.sql,Reinforcement Learning,99,9-12-5-16-1-13-14-11-7-8-3-0-4-2-15-10-6-,1433.2
27a.sql,Reinforcement Learning,99,5-9-11-10-8-6-7-3-4-0-2-1-,683.681
33b.sql,Reinforcement Learning,99,4-12-11-13-5-10-6-8-1-3-9-2-7-0-,298.941
28b.sql,Reinforcement Learning,99,7-12-10-13-8-5-11-0-1-2-9-6-3-4-,748.79
24b.sql,Reinforcement Learning,99,5-8-11-7-2-4-1-9-0-10-6-3-,1221.14
29b.sql,Reinforcement Learning,99,9-12-16-11-5-14-10-0-8-6-4-13-15-7-1-2-3-,984.345
33a.sql,Reinforcement Learning,99,4-12-11-9-10-3-2-8-1-6-13-5-7-0-,330.357
23c.sql,Reinforcement Learning,99,6-10-8-9-7-0-2-3-1-5-4-,584.756
28a.sql,Reinforcement Learning,99,7-12-0-13-1-10-11-6-5-8-2-9-4-3-,1362.54
23b.sql,Reinforcement Learning,99,5-9-8-10-7-0-3-6-2-1-4-,518.246
33c.sql,Reinforcement Learning,99,6-11-12-13-10-3-5-4-7-9-2-0-8-1-,319.154
28c.sql,Reinforcement Learning,99,7-12-13-0-11-6-10-1-8-2-5-9-3-4-,1338.44
19b.sql,Reinforcement Learning,99,7-2-1-6-5-3-4-8-9-0-,1036.83
29c.sql,Reinforcement Learning,99,9-12-5-15-16-1-3-14-2-8-4-0-13-11-7-10-6-,1426.27
26c.sql,Reinforcement Learning,99,6-9-0-4-3-11-1-2-7-10-8-5-,1003.36
27a.sql,Reinforcement Learning,99,5-9-11-8-10-7-3-4-6-0-2-1-,685.78
33b.sql,Reinforcement Learning,99,4-12-11-13-6-10-5-3-8-1-9-2-7-0-,291.04
28b.sql,Reinforcement Learning,99,7-12-10-13-5-8-11-0-2-9-3-4-1-6-,745.909
27b.sql,Reinforcement Learning,99,5-9-11-8-7-4-3-10-6-0-1-2-,634.521
29a.sql,Reinforcement Learning,99,9-12-16-11-10-5-14-4-7-8-0-13-15-6-1-2-3-,1125.85
30c.sql,Reinforcement Learning,73,6-9-3-11-0-10-2-8-7-1-4-5-,2129.21
6f.sql,Reinforcement Learning,10,1-2-0-4-3-,1326.64
22b.sql,Reinforcement Learning,57,4-9-10-6-0-5-7-2-8-3-1-,888.844
6d.sql,Reinforcement Learning,10,3-0-2-4-1-,419.304
17d.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,540.982
13b.sql,Reinforcement Learning,52,4-8-5-1-6-3-0-7-2-,234.97
17e.sql,Reinforcement Learning,18,2-4-0-3-1-6-5-,1921.54
5a.sql,Reinforcement Learning,11,0-2-3-4-1-,120.002
15d.sql,Reinforcement Learning,34,3-6-7-8-0-4-5-1-2-,457.716
16a.sql,Reinforcement Learning,25,7-5-3-1-0-6-4-2-,513.815
11c.sql,Reinforcement Learning,28,2-5-6-7-3-4-0-1-,278.544
10a.sql,Reinforcement Learning,28,2-4-1-5-3-0-6-,831.682
11a.sql,Reinforcement Learning,24,3-6-4-0-1-7-5-2-,140.564
5c.sql,Reinforcement Learning,12,0-2-3-1-4-,1245.96
8a.sql,Reinforcement Learning,48,4-1-3-5-2-6-0-,560.935
12a.sql,Reinforcement Learning,32,3-6-4-1-5-2-0-7-,543.5
14c.sql,Reinforcement Learning,26,2-6-7-5-1-3-4-0-,1235.51
19a.sql,Reinforcement Learning,66,7-0-2-1-5-3-8-9-6-4-,1191.96
16c.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,781.95
4b.sql,Reinforcement Learning,11,0-2-4-3-1-,78.714
3a.sql,Reinforcement Learning,9,0-2-1-3-,904.504
1b.sql,Reinforcement Learning,9,1-3-4-2-0-,88.702
18a.sql,Reinforcement Learning,15,1-3-0-5-6-4-2-,890.213
15b.sql,Reinforcement Learning,52,1-5-7-8-4-0-2-6-3-,447.797
26b.sql,Reinforcement Learning,58,6-9-8-0-5-1-4-3-10-11-2-7-,624.701
19c.sql,Reinforcement Learning,80,7-2-9-6-4-1-5-3-8-0-,1234.47
17f.sql,Reinforcement Learning,17,2-4-0-5-3-1-6-,1008.21
27c.sql,Reinforcement Learning,66,5-9-10-11-8-6-0-1-2-7-3-4-,1048.58
6c.sql,Reinforcement Learning,11,1-2-0-3-4-,248.176
32a.sql,Reinforcement Learning,20,5-3-2-0-1-4-,259.716
11d.sql,Reinforcement Learning,24,2-5-6-7-3-4-0-1-,296.676
19d.sql,Reinforcement Learning,56,7-2-9-6-4-5-3-1-8-0-,2302.42
4c.sql,Reinforcement Learning,15,1-3-2-0-4-,176.939
26a.sql,Reinforcement Learning,76,6-9-0-1-4-3-8-10-5-2-11-7-,979.651
10c.sql,Reinforcement Learning,35,0-1-5-4-3-6-2-,928.844
5b.sql,Reinforcement Learning,9,0-2-4-3-1-,97.047
10b.sql,Reinforcement Learning,26,2-4-3-6-1-5-0-,805.359
6a.sql,Reinforcement Learning,10,1-2-0-4-3-,285.028
30a.sql,Reinforcement Learning,85,6-9-3-11-10-0-8-1-2-7-4-5-,1458.82
23b.sql,Reinforcement Learning,76,5-9-8-10-6-4-7-2-3-0-1-,528.029
31a.sql,Reinforcement Learning,43,1-5-8-4-10-0-9-7-3-6-2-,1474.32
8b.sql,Reinforcement Learning,43,6-3-2-1-4-5-0-,463.052
2d.sql,Reinforcement Learning,9,1-3-4-2-0-,277.849
15a.sql,Reinforcement Learning,82,3-6-7-8-5-1-0-2-4-,577.061
15c.sql,Reinforcement Learning,55,3-6-7-8-4-0-5-2-1-,619.888
2c.sql,Reinforcement Learning,11,0-2-3-4-1-,192.682
21a.sql,Reinforcement Learning,47,2-6-8-5-4-0-1-7-3-,970.436
17a.sql,Reinforcement Learning,17,2-4-0-5-3-1-6-,880.501
13c.sql,Reinforcement Learning,49,4-8-5-6-3-1-0-7-2-,178.011
31b.sql,Reinforcement Learning,65,4-8-10-6-7-0-3-2-9-5-1-,1448.81
20c.sql,Reinforcement Learning,36,5-7-0-1-4-3-9-8-2-6-,969.452
7b.sql,Reinforcement Learning,44,6-2-1-7-4-3-5-0-,284.692
21c.sql,Reinforcement Learning,29,2-6-7-8-3-5-4-0-1-,1037.38
7c.sql,Reinforcement Learning,39,5-1-4-3-7-0-6-2-,1044.82
25b.sql,Reinforcement Learning,31,3-6-8-0-7-5-4-1-2-,1164.42
9d.sql,Reinforcement Learning,30,5-2-7-4-3-1-6-0-,1123.04
14a.sql,Reinforcement Learning,31,2-6-7-5-1-3-4-0-,1200.14
25a.sql,Reinforcement Learning,35,3-6-0-7-8-4-5-2-1-,1289
12c.sql,Reinforcement Learning,45,6-5-3-7-4-0-1-2-,801.602
16d.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,810.642
20a.sql,Reinforcement Learning,56,3-4-9-7-0-1-6-2-8-5-,763.499
6e.sql,Reinforcement Learning,10,1-2-0-4-3-,349.849
3c.sql,Reinforcement Learning,9,0-2-1-3-,1227.9
8c.sql,Reinforcement Learning,18,5-1-6-4-3-2-0-,3445.52
11b.sql,Reinforcement Learning,37,3-6-4-0-5-2-1-7-,92.663
21b.sql,Reinforcement Learning,39,2-6-5-8-7-3-4-0-1-,558.092
24a.sql,Reinforcement Learning,84,5-8-2-9-1-11-0-10-7-4-6-3-,1267.59
1a.sql,Reinforcement Learning,9,1-3-4-2-0-,129.885
22a.sql,Reinforcement Learning,39,4-9-10-5-8-3-7-2-6-0-1-,919.206
26c.sql,Reinforcement Learning,73,6-9-0-4-3-11-7-10-1-2-8-5-,1010.84
17c.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,487.218
30b.sql,Reinforcement Learning,44,6-9-11-8-5-3-10-7-4-0-1-2-,1390.31
3b.sql,Reinforcement Learning,8,0-2-3-1-,508.028
18b.sql,Reinforcement Learning,19,2-4-6-3-0-1-5-,1256.24
1c.sql,Reinforcement Learning,9,1-3-4-2-0-,88.187
31c.sql,Reinforcement Learning,44,1-5-8-4-10-0-9-7-6-3-2-,2219.22
7a.sql,Reinforcement Learning,45,2-6-5-0-1-4-3-7-,354.642
4a.sql,Reinforcement Learning,28,1-3-2-0-4-,131.835
16b.sql,Reinforcement Learning,24,3-5-1-6-4-2-0-7-,2941.39
30c.sql,Reinforcement Learning,64,6-9-3-11-10-0-2-8-5-1-7-4-,2145.89
6f.sql,Reinforcement Learning,10,1-2-0-4-3-,1320.19
22b.sql,Reinforcement Learning,90,4-9-10-6-8-3-7-5-2-0-1-,897.145
6d.sql,Reinforcement Learning,16,3-0-2-1-4-,423.594
17d.sql,Reinforcement Learning,23,5-0-4-2-3-1-6-,562.601
13b.sql,Reinforcement Learning,25,4-8-5-0-1-6-3-7-2-,225.144
17e.sql,Reinforcement Learning,19,2-4-0-3-1-5-6-,1916.79
5a.sql,Reinforcement Learning,12,0-2-3-1-4-,118.588
15d.sql,Reinforcement Learning,35,3-6-7-8-0-5-2-1-4-,430.99
16a.sql,Reinforcement Learning,28,7-5-3-1-0-4-2-6-,493.654
11c.sql,Reinforcement Learning,32,2-5-6-7-3-4-0-1-,256.098
10a.sql,Reinforcement Learning,23,2-4-3-1-0-5-6-,813.53
11a.sql,Reinforcement Learning,34,3-6-4-0-1-5-2-7-,141.417
5c.sql,Reinforcement Learning,12,0-2-3-1-4-,1262.62
8a.sql,Reinforcement Learning,39,4-1-3-0-2-5-6-,558.345
12a.sql,Reinforcement Learning,43,3-6-4-1-5-2-7-0-,552.317
14c.sql,Reinforcement Learning,26,2-6-7-5-1-3-4-0-,1236.45
19a.sql,Reinforcement Learning,91,7-2-5-3-8-9-6-0-4-1-,1188.74
16c.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,802.175
4b.sql,Reinforcement Learning,11,0-2-4-3-1-,79.256
3a.sql,Reinforcement Learning,8,0-2-3-1-,903.812
1b.sql,Reinforcement Learning,9,1-3-4-2-0-,89.794
18a.sql,Reinforcement Learning,15,1-3-0-5-6-4-2-,884.491
15b.sql,Reinforcement Learning,48,1-5-7-8-4-0-6-3-2-,449.137
26b.sql,Reinforcement Learning,80,6-9-8-0-5-1-4-3-10-11-7-2-,648.291
19c.sql,Reinforcement Learning,48,7-0-2-9-6-1-5-3-4-8-,1249.65
17f.sql,Reinforcement Learning,27,2-4-0-5-3-1-6-,1006.91
27c.sql,Reinforcement Learning,85,5-9-10-11-8-6-0-1-2-7-4-3-,1032.09
6c.sql,Reinforcement Learning,16,1-2-0-3-4-,250.338
32a.sql,Reinforcement Learning,17,5-3-2-0-1-4-,261.999
11d.sql,Reinforcement Learning,18,2-5-6-7-3-4-1-0-,293.723
19d.sql,Reinforcement Learning,53,7-2-9-6-4-5-3-8-1-0-,2306.93
4c.sql,Reinforcement Learning,15,1-3-2-0-4-,175.165
26a.sql,Reinforcement Learning,97,6-9-0-1-4-3-8-5-10-11-2-7-,986.602
10c.sql,Reinforcement Learning,74,0-1-4-5-3-2-6-,938.754
5b.sql,Reinforcement Learning,10,0-2-4-3-1-,98.666
9b.sql,Reinforcement Learning,30,5-0-2-1-6-4-3-7-,694.826
10b.sql,Reinforcement Learning,52,2-4-1-0-3-5-6-,807.025
6a.sql,Reinforcement Learning,11,1-2-0-3-4-,286.846
30a.sql,Reinforcement Learning,62,6-9-0-11-2-3-10-8-1-5-7-4-,1437.59
31a.sql,Reinforcement Learning,41,1-5-10-8-4-0-7-9-3-6-2-,1502.41
8b.sql,Reinforcement Learning,29,4-0-1-6-5-3-2-,463.309
2d.sql,Reinforcement Learning,9,1-3-4-2-0-,260.161
15a.sql,Reinforcement Learning,54,3-6-7-8-5-2-1-4-0-,546.983
15c.sql,Reinforcement Learning,68,3-6-7-4-8-5-0-1-2-,612.218
2c.sql,Reinforcement Learning,11,0-2-3-4-1-,191.634
21a.sql,Reinforcement Learning,60,2-6-7-8-5-3-4-0-1-,965.696
17a.sql,Reinforcement Learning,17,2-4-0-5-3-1-6-,881.664
13c.sql,Reinforcement Learning,81,8-5-1-6-7-3-2-4-0-,178.392
31b.sql,Reinforcement Learning,42,4-8-10-7-6-3-2-0-9-5-1-,1442.8
20c.sql,Reinforcement Learning,30,5-7-0-1-4-3-8-9-6-2-,956.329
7b.sql,Reinforcement Learning,61,6-1-7-4-3-5-2-0-,287.622
21c.sql,Reinforcement Learning,31,2-6-5-8-7-3-4-1-0-,1049.44
7c.sql,Reinforcement Learning,60,5-1-4-6-7-3-0-2-,1038.01
25b.sql,Reinforcement Learning,30,3-6-8-5-4-1-2-0-7-,1175.1
9d.sql,Reinforcement Learning,26,5-2-7-4-6-3-1-0-,1129.87
14a.sql,Reinforcement Learning,27,2-6-7-5-1-4-0-3-,1201.98
25a.sql,Reinforcement Learning,33,3-6-0-7-8-4-1-5-2-,1290.48
12c.sql,Reinforcement Learning,46,3-6-5-2-7-4-1-0-,801.331
16d.sql,Reinforcement Learning,16,3-5-7-4-2-1-6-0-,734.616
20a.sql,Reinforcement Learning,46,3-4-9-6-7-5-0-2-1-8-,744.527
6e.sql,Reinforcement Learning,14,1-2-0-3-4-,339.656
3c.sql,Reinforcement Learning,9,0-2-1-3-,1201.62
8c.sql,Reinforcement Learning,18,5-1-6-4-3-2-0-,3292.33
11b.sql,Reinforcement Learning,32,3-6-4-0-5-2-1-7-,88.381
21b.sql,Reinforcement Learning,32,2-6-7-8-3-5-4-0-1-,558.074
24a.sql,Reinforcement Learning,76,5-8-2-9-1-11-10-7-4-6-3-0-,1263.24
1a.sql,Reinforcement Learning,9,1-3-4-2-0-,132.107
23a.sql,Reinforcement Learning,91,10-6-8-9-4-5-7-3-2-0-1-,577.895
22a.sql,Reinforcement Learning,48,4-9-10-8-3-5-7-6-0-1-2-,920.037
17c.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,479.611
30b.sql,Reinforcement Learning,48,6-9-11-8-7-5-4-3-10-0-2-1-,1382.97
3b.sql,Reinforcement Learning,8,0-2-3-1-,504.228
18b.sql,Reinforcement Learning,15,2-4-6-3-1-0-5-,1264.45
1c.sql,Reinforcement Learning,9,1-3-4-2-0-,88.008
31c.sql,Reinforcement Learning,42,1-5-8-4-10-0-6-2-9-7-3-,2228.51
7a.sql,Reinforcement Learning,24,2-6-5-0-1-4-3-7-,353.6
4a.sql,Reinforcement Learning,9,1-3-4-2-0-,131.882
16b.sql,Reinforcement Learning,24,3-5-1-6-4-2-0-7-,2610.54
18c.sql,Reinforcement Learning,33,5-0-3-4-2-1-6-,2093.61
20b.sql,Reinforcement Learning,33,3-4-7-9-5-8-6-0-2-1-,552.661
9a.sql,Reinforcement Learning,25,5-0-2-1-4-3-6-7-,849.145
22c.sql,Reinforcement Learning,46,4-9-10-7-2-5-8-3-6-0-1-,1361.01
22d.sql,Reinforcement Learning,70,4-9-10-7-5-2-6-0-8-3-1-,1381.51
2b.sql,Reinforcement Learning,13,1-3-4-2-0-,278.61
8d.sql,Reinforcement Learning,18,5-1-6-4-3-2-0-,788.723
32b.sql,Reinforcement Learning,16,5-3-2-0-1-4-,262.564
9c.sql,Reinforcement Learning,34,5-0-2-1-4-3-7-6-,928.377
12b.sql,Reinforcement Learning,27,2-5-7-6-3-4-0-1-,265.869
17b.sql,Reinforcement Learning,16,5-0-4-2-6-3-1-,646.28
1d.sql,Reinforcement Learning,9,1-3-4-2-0-,87.798
13a.sql,Reinforcement Learning,27,0-5-1-6-3-8-4-7-2-,782.449
25c.sql,Reinforcement Learning,30,3-6-0-8-7-4-1-5-2-,2178.84
6b.sql,Reinforcement Learning,12,4-2-1-0-3-,287.31
2a.sql,Reinforcement Learning,13,1-3-4-2-0-,258.967
13d.sql,Reinforcement Learning,32,2-7-5-1-0-6-3-8-4-,1266.43
14b.sql,Reinforcement Learning,23,2-6-7-3-4-0-5-1-,1174.99
24b.sql,Reinforcement Learning,99,5-8-11-7-2-1-4-6-9-10-3-0-,1220.2
29b.sql,Reinforcement Learning,99,9-12-16-11-5-13-14-7-15-0-8-4-10-6-1-2-3-,962.107
33a.sql,Reinforcement Learning,99,4-12-11-6-13-5-7-10-3-0-8-1-9-2-,313.274
28a.sql,Reinforcement Learning,99,7-12-0-13-1-11-10-9-6-3-4-5-8-2-,1362.96
33c.sql,Reinforcement Learning,99,6-11-12-13-10-4-7-0-3-5-9-2-8-1-,324.947
28c.sql,Reinforcement Learning,99,7-12-13-0-2-11-6-8-1-10-5-9-3-4-,1330.94
19b.sql,Reinforcement Learning,99,7-2-6-4-0-1-5-3-8-9-,1036.6
24a.sql,Reinforcement Learning,99,5-8-2-9-1-0-10-7-11-4-6-3-,1268.62
23a.sql,Reinforcement Learning,99,8-9-4-10-0-1-6-5-7-3-2-,615.675
29c.sql,Reinforcement Learning,99,9-12-5-16-1-3-15-13-2-0-4-14-8-11-7-10-6-,1434.03
27a.sql,Reinforcement Learning,99,5-9-11-8-10-0-1-2-6-7-3-4-,686.532
33b.sql,Reinforcement Learning,99,4-12-11-13-10-6-8-9-2-1-3-5-7-0-,291.987
28b.sql,Reinforcement Learning,99,7-12-13-11-0-1-6-10-5-2-8-9-3-4-,750.165
27b.sql,Reinforcement Learning,99,5-9-10-6-8-11-0-1-7-3-4-2-,630.579
29a.sql,Reinforcement Learning,99,9-12-16-11-5-14-4-8-13-10-6-0-15-7-1-2-3-,1121.98
