Group,Optimizer,JoinOrder,ExecutionTime
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1190.25
30b.sql,Dynamic Programming,10--3---7--4---9--6---8--5---1--0---2----11-----,1617.35
3b.sql,Dynamic Programming,3--2---1---0--,541.084
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1314.02
33b.sql,Dynamic Programming,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,428.269
1c.sql,Dynamic Programming,4--3---2---1---0--,147.946
31c.sql,Dynamic Programming,9--0---6--2---8--4---5--1---7--3---10------,2452.95
28b.sql,Dynamic Programming,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,784.495
7a.sql,Dynamic Programming,7--4---3---1---6--0---2---5---,597.597
4a.sql,Dynamic Programming,4--3---2---1---0--,311.695
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6183.84
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2228.8
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,470.503
9a.sql,Dynamic Programming,7--4---3---6--2----1---5--0---,938.713
22c.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,1458.9
22d.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,1581.17
2b.sql,Dynamic Programming,4--3---2---1---0--,1093.43
8d.sql,Dynamic Programming,6--5--3--2---4--1------0--,3378.2
32b.sql,Dynamic Programming,5--4--3----2---1---0--,367.048
9c.sql,Dynamic Programming,7--4---3---6--2----1---5--0---,1162.69
12b.sql,Dynamic Programming,5--2---4--0---1---7--6---3----,232.523
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1276.89
1d.sql,Dynamic Programming,4--3---2---1---0--,457.694
27b.sql,Dynamic Programming,9--5---7--3---4---1--0---2---10--6----11-----8--,630.354
13a.sql,Dynamic Programming,6--3---5--0---1---8--7---4---2----,1853.62
25c.sql,Dynamic Programming,7--0---8--6---5---4---3---2---1---,4833.37
6b.sql,Dynamic Programming,4--2---1---3--0---,291.049
2a.sql,Dynamic Programming,4--3---2---1---0--,1150.21
13d.sql,Dynamic Programming,6--3---5--0---1---8--7---4---2----,1393.05
29a.sql,Dynamic Programming,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,1291.87
14b.sql,Dynamic Programming,4--0---7--6---5---3---2---1---,1186.77
